dataset,configuration_id,base_configuration_id,feature_family,feature_capacity,feature_params,classifier,classifier_family,classifier_capacity,classifier_params,train_fraction,subset_seed,protocol_hash
UT_HAR,fft_stats__random_forest__small__frac_0.60,fft_stats__random_forest__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",random_forest,tree_ensemble,small,"{""max_depth"": 8, ""n_estimators"": 100}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__random_forest__small__frac_0.80,fft_stats__random_forest__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",random_forest,tree_ensemble,small,"{""max_depth"": 8, ""n_estimators"": 100}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__random_forest__small__frac_1.00,fft_stats__random_forest__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",random_forest,tree_ensemble,small,"{""max_depth"": 8, ""n_estimators"": 100}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__random_forest__medium__frac_0.20,fft_stats__random_forest__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",random_forest,tree_ensemble,medium,"{""max_depth"": 16, ""n_estimators"": 300}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__random_forest__medium__frac_0.40,fft_stats__random_forest__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",random_forest,tree_ensemble,medium,"{""max_depth"": 16, ""n_estimators"": 300}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__random_forest__medium__frac_0.60,fft_stats__random_forest__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",random_forest,tree_ensemble,medium,"{""max_depth"": 16, ""n_estimators"": 300}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__random_forest__medium__frac_0.80,fft_stats__random_forest__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",random_forest,tree_ensemble,medium,"{""max_depth"": 16, ""n_estimators"": 300}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__random_forest__medium__frac_1.00,fft_stats__random_forest__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",random_forest,tree_ensemble,medium,"{""max_depth"": 16, ""n_estimators"": 300}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__random_forest__large__frac_0.20,fft_stats__random_forest__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",random_forest,tree_ensemble,large,"{""max_depth"": null, ""n_estimators"": 600}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__random_forest__large__frac_0.40,fft_stats__random_forest__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",random_forest,tree_ensemble,large,"{""max_depth"": null, ""n_estimators"": 600}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__random_forest__large__frac_0.60,fft_stats__random_forest__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",random_forest,tree_ensemble,large,"{""max_depth"": null, ""n_estimators"": 600}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__random_forest__large__frac_0.80,fft_stats__random_forest__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",random_forest,tree_ensemble,large,"{""max_depth"": null, ""n_estimators"": 600}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__random_forest__large__frac_1.00,fft_stats__random_forest__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",random_forest,tree_ensemble,large,"{""max_depth"": null, ""n_estimators"": 600}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__extra_trees__small__frac_0.20,fft_stats__extra_trees__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",extra_trees,tree_ensemble,small,"{""max_depth"": 8, ""n_estimators"": 100}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__extra_trees__small__frac_0.40,fft_stats__extra_trees__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",extra_trees,tree_ensemble,small,"{""max_depth"": 8, ""n_estimators"": 100}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__extra_trees__small__frac_0.60,fft_stats__extra_trees__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",extra_trees,tree_ensemble,small,"{""max_depth"": 8, ""n_estimators"": 100}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__extra_trees__small__frac_0.80,fft_stats__extra_trees__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",extra_trees,tree_ensemble,small,"{""max_depth"": 8, ""n_estimators"": 100}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__extra_trees__small__frac_1.00,fft_stats__extra_trees__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",extra_trees,tree_ensemble,small,"{""max_depth"": 8, ""n_estimators"": 100}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__extra_trees__medium__frac_0.20,fft_stats__extra_trees__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",extra_trees,tree_ensemble,medium,"{""max_depth"": 16, ""n_estimators"": 300}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__extra_trees__medium__frac_0.40,fft_stats__extra_trees__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",extra_trees,tree_ensemble,medium,"{""max_depth"": 16, ""n_estimators"": 300}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__extra_trees__medium__frac_0.60,fft_stats__extra_trees__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",extra_trees,tree_ensemble,medium,"{""max_depth"": 16, ""n_estimators"": 300}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__extra_trees__medium__frac_0.80,fft_stats__extra_trees__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",extra_trees,tree_ensemble,medium,"{""max_depth"": 16, ""n_estimators"": 300}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__extra_trees__medium__frac_1.00,fft_stats__extra_trees__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",extra_trees,tree_ensemble,medium,"{""max_depth"": 16, ""n_estimators"": 300}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__extra_trees__large__frac_0.20,fft_stats__extra_trees__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",extra_trees,tree_ensemble,large,"{""max_depth"": null, ""n_estimators"": 600}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__extra_trees__large__frac_0.40,fft_stats__extra_trees__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",extra_trees,tree_ensemble,large,"{""max_depth"": null, ""n_estimators"": 600}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__extra_trees__large__frac_0.60,fft_stats__extra_trees__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",extra_trees,tree_ensemble,large,"{""max_depth"": null, ""n_estimators"": 600}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__extra_trees__large__frac_0.80,fft_stats__extra_trees__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",extra_trees,tree_ensemble,large,"{""max_depth"": null, ""n_estimators"": 600}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__extra_trees__large__frac_1.00,fft_stats__extra_trees__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",extra_trees,tree_ensemble,large,"{""max_depth"": null, ""n_estimators"": 600}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__hist_gradient_boosting__small__frac_0.20,fft_stats__hist_gradient_boosting__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",hist_gradient_boosting,boosting,small,"{""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__hist_gradient_boosting__small__frac_0.40,fft_stats__hist_gradient_boosting__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",hist_gradient_boosting,boosting,small,"{""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__hist_gradient_boosting__small__frac_0.60,fft_stats__hist_gradient_boosting__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",hist_gradient_boosting,boosting,small,"{""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__hist_gradient_boosting__small__frac_0.80,fft_stats__hist_gradient_boosting__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",hist_gradient_boosting,boosting,small,"{""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__hist_gradient_boosting__small__frac_1.00,fft_stats__hist_gradient_boosting__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",hist_gradient_boosting,boosting,small,"{""learning_rate"": 0.08, ""max_iter"": 100, ""max_leaf_nodes"": 15}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__hist_gradient_boosting__medium__frac_0.20,fft_stats__hist_gradient_boosting__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",hist_gradient_boosting,boosting,medium,"{""learning_rate"": 0.06, ""max_iter"": 200, ""max_leaf_nodes"": 31}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__hist_gradient_boosting__medium__frac_0.40,fft_stats__hist_gradient_boosting__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",hist_gradient_boosting,boosting,medium,"{""learning_rate"": 0.06, ""max_iter"": 200, ""max_leaf_nodes"": 31}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__hist_gradient_boosting__medium__frac_0.60,fft_stats__hist_gradient_boosting__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",hist_gradient_boosting,boosting,medium,"{""learning_rate"": 0.06, ""max_iter"": 200, ""max_leaf_nodes"": 31}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__hist_gradient_boosting__medium__frac_0.80,fft_stats__hist_gradient_boosting__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",hist_gradient_boosting,boosting,medium,"{""learning_rate"": 0.06, ""max_iter"": 200, ""max_leaf_nodes"": 31}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__hist_gradient_boosting__medium__frac_1.00,fft_stats__hist_gradient_boosting__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",hist_gradient_boosting,boosting,medium,"{""learning_rate"": 0.06, ""max_iter"": 200, ""max_leaf_nodes"": 31}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__hist_gradient_boosting__large__frac_0.20,fft_stats__hist_gradient_boosting__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",hist_gradient_boosting,boosting,large,"{""learning_rate"": 0.04, ""max_iter"": 350, ""max_leaf_nodes"": 63}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__hist_gradient_boosting__large__frac_0.40,fft_stats__hist_gradient_boosting__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",hist_gradient_boosting,boosting,large,"{""learning_rate"": 0.04, ""max_iter"": 350, ""max_leaf_nodes"": 63}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__hist_gradient_boosting__large__frac_0.60,fft_stats__hist_gradient_boosting__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",hist_gradient_boosting,boosting,large,"{""learning_rate"": 0.04, ""max_iter"": 350, ""max_leaf_nodes"": 63}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__hist_gradient_boosting__large__frac_0.80,fft_stats__hist_gradient_boosting__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",hist_gradient_boosting,boosting,large,"{""learning_rate"": 0.04, ""max_iter"": 350, ""max_leaf_nodes"": 63}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__hist_gradient_boosting__large__frac_1.00,fft_stats__hist_gradient_boosting__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",hist_gradient_boosting,boosting,large,"{""learning_rate"": 0.04, ""max_iter"": 350, ""max_leaf_nodes"": 63}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__lda__small__frac_0.20,fft_stats__lda__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",lda,linear_discriminant,small,"{""shrinkage"": null, ""solver"": ""svd""}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__lda__small__frac_0.40,fft_stats__lda__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",lda,linear_discriminant,small,"{""shrinkage"": null, ""solver"": ""svd""}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__lda__small__frac_0.60,fft_stats__lda__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",lda,linear_discriminant,small,"{""shrinkage"": null, ""solver"": ""svd""}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__lda__small__frac_0.80,fft_stats__lda__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",lda,linear_discriminant,small,"{""shrinkage"": null, ""solver"": ""svd""}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__lda__small__frac_1.00,fft_stats__lda__small,fft_stats,small,"{""bands"": 4, ""statistics"": [""mean"", ""std"", ""energy""]}",lda,linear_discriminant,small,"{""shrinkage"": null, ""solver"": ""svd""}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__lda__medium__frac_0.20,fft_stats__lda__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",lda,linear_discriminant,medium,"{""shrinkage"": ""auto"", ""solver"": ""lsqr""}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__lda__medium__frac_0.40,fft_stats__lda__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",lda,linear_discriminant,medium,"{""shrinkage"": ""auto"", ""solver"": ""lsqr""}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__lda__medium__frac_0.60,fft_stats__lda__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",lda,linear_discriminant,medium,"{""shrinkage"": ""auto"", ""solver"": ""lsqr""}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__lda__medium__frac_0.80,fft_stats__lda__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",lda,linear_discriminant,medium,"{""shrinkage"": ""auto"", ""solver"": ""lsqr""}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__lda__medium__frac_1.00,fft_stats__lda__medium,fft_stats,medium,"{""bands"": 8, ""statistics"": [""mean"", ""std"", ""energy""]}",lda,linear_discriminant,medium,"{""shrinkage"": ""auto"", ""solver"": ""lsqr""}",1.0,3407,8a3568eb591e
UT_HAR,fft_stats__lda__large__frac_0.20,fft_stats__lda__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",lda,linear_discriminant,large,"{""shrinkage"": ""auto"", ""solver"": ""eigen""}",0.2,3407,8a3568eb591e
UT_HAR,fft_stats__lda__large__frac_0.40,fft_stats__lda__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",lda,linear_discriminant,large,"{""shrinkage"": ""auto"", ""solver"": ""eigen""}",0.4,3407,8a3568eb591e
UT_HAR,fft_stats__lda__large__frac_0.60,fft_stats__lda__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",lda,linear_discriminant,large,"{""shrinkage"": ""auto"", ""solver"": ""eigen""}",0.6,3407,8a3568eb591e
UT_HAR,fft_stats__lda__large__frac_0.80,fft_stats__lda__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",lda,linear_discriminant,large,"{""shrinkage"": ""auto"", ""solver"": ""eigen""}",0.8,3407,8a3568eb591e
UT_HAR,fft_stats__lda__large__frac_1.00,fft_stats__lda__large,fft_stats,large,"{""bands"": 16, ""statistics"": [""mean"", ""std"", ""energy""]}",lda,linear_discriminant,large,"{""shrinkage"": ""auto"", ""solver"": ""eigen""}",1.0,3407,8a3568eb591e
UT_HAR,dwt_energy__logistic_regression__small__frac_0.20,dwt_energy__logistic_regression__small,dwt_energy,small,"{""levels"": 2, ""wavelet"": ""haar""}",logistic_regression,linear,small,"{""C"": 0.1, ""max_iter"": 2000}",0.2,3407,8a3568eb591e
UT_HAR,dwt_energy__logistic_regression__small__frac_0.40,dwt_energy__logistic_regression__small,dwt_energy,small,"{""levels"": 2, ""wavelet"": ""haar""}",logistic_regression,linear,small,"{""C"": 0.1, ""max_iter"": 2000}",0.4,3407,8a3568eb591e
UT_HAR,dwt_energy__logistic_regression__small__frac_0.60,dwt_energy__logistic_regression__small,dwt_energy,small,"{""levels"": 2, ""wavelet"": ""haar""}",logistic_regression,linear,small,"{""C"": 0.1, ""max_iter"": 2000}",0.6,3407,8a3568eb591e
UT_HAR,dwt_energy__logistic_regression__small__frac_0.80,dwt_energy__logistic_regression__small,dwt_energy,small,"{""levels"": 2, ""wavelet"": ""haar""}",logistic_regression,linear,small,"{""C"": 0.1, ""max_iter"": 2000}",0.8,3407,8a3568eb591e
UT_HAR,dwt_energy__logistic_regression__small__frac_1.00,dwt_energy__logistic_regression__small,dwt_energy,small,"{""levels"": 2, ""wavelet"": ""haar""}",logistic_regression,linear,small,"{""C"": 0.1, ""max_iter"": 2000}",1.0,3407,8a3568eb591e
UT_HAR,dwt_energy__logistic_regression__medium__frac_0.20,dwt_energy__logistic_regression__medium,dwt_energy,medium,"{""levels"": 3, ""wavelet"": ""db2""}",logistic_regression,linear,medium,"{""C"": 1.0, ""max_iter"": 3000}",0.2,3407,8a3568eb591e
UT_HAR,dwt_energy__logistic_regression__medium__frac_0.40,dwt_energy__logistic_regression__medium,dwt_energy,medium,"{""levels"": 3, ""wavelet"": ""db2""}",logistic_regression,linear,medium,"{""C"": 1.0, ""max_iter"": 3000}",0.4,3407,8a3568eb591e
UT_HAR,dwt_energy__logistic_regression__medium__frac_0.60,dwt_energy__logistic_regression__medium,dwt_energy,medium,"{""levels"": 3, ""wavelet"": ""db2""}",logistic_regression,linear,medium,"{""C"": 1.0, ""max_iter"": 3000}",0.6,3407,8a3568eb591e
UT_HAR,dwt_energy__logistic_regression__medium__frac_0.80,dwt_energy__logistic_regression__medium,dwt_energy,medium,"{""levels"": 3, ""wavelet"": ""db2""}",logistic_regression,linear,medium,"{""C"": 1.0, ""max_iter"": 3000}",0.8,3407,8a3568eb591e
UT_HAR,dwt_energy__logistic_regression__medium__frac_1.00,dwt_energy__logistic_regression__medium,dwt_energy,medium,"{""levels"": 3, ""wavelet"": ""db2""}",logistic_regression,linear,medium,"{""C"": 1.0, ""max_iter"": 3000}",1.0,3407,8a3568eb591e
UT_HAR,dwt_energy__logistic_regression__large__frac_0.20,dwt_energy__logistic_regression__large,dwt_energy,large,"{""levels"": 4, ""wavelet"": ""sym2""}",logistic_regression,linear,large,"{""C"": 10.0, ""max_iter"": 5000}",0.2,3407,8a3568eb591e
UT_HAR,dwt_energy__logistic_regression__large__frac_0.40,dwt_energy__logistic_regression__large,dwt_energy,large,"{""levels"": 4, ""wavelet"": ""sym2""}",logistic_regression,linear,large,"{""C"": 10.0, ""max_iter"": 5000}",0.4,3407,8a3568eb591e
UT_HAR,dwt_energy__logistic_regression__large__frac_0.60,dwt_energy__logistic_regression__large,dwt_energy,large,"{""levels"": 4, ""wavelet"": ""sym2""}",logistic_regression,linear,large,"{""C"": 10.0, ""max_iter"": 5000}",0.6,3407,8a3568eb591e
UT_HAR,dwt_energy__logistic_regression__large__frac_0.80,dwt_energy__logistic_regression__large,dwt_energy,large,"{""levels"": 4, ""wavelet"": ""sym2""}",logistic_regression,linear,large,"{""C"": 10.0, ""max_iter"": 5000}",0.8,3407,8a3568eb591e
UT_HAR,dwt_energy__logistic_regression__large__frac_1.00,dwt_energy__logistic_regression__large,dwt_energy,large,"{""levels"": 4, ""wavelet"": ""sym2""}",logistic_regression,linear,large,"{""C"": 10.0, ""max_iter"": 5000}",1.0,3407,8a3568eb591e
UT_HAR,dwt_energy__linear_svm__small__frac_0.20,dwt_energy__linear_svm__small,dwt_energy,small,"{""levels"": 2, ""wavelet"": ""haar""}",linear_svm,linear_svm,small,"{""C"": 0.1}",0.2,3407,8a3568eb591e
UT_HAR,dwt_energy__linear_svm__small__frac_0.40,dwt_energy__linear_svm__small,dwt_energy,small,"{""levels"": 2, ""wavelet"": ""haar""}",linear_svm,linear_svm,small,"{""C"": 0.1}",0.4,3407,8a3568eb591e
UT_HAR,dwt_energy__linear_svm__small__frac_0.60,dwt_energy__linear_svm__small,dwt_energy,small,"{""levels"": 2, ""wavelet"": ""haar""}",linear_svm,linear_svm,small,"{""C"": 0.1}",0.6,3407,8a3568eb591e
UT_HAR,dwt_energy__linear_svm__small__frac_0.80,dwt_energy__linear_svm__small,dwt_energy,small,"{""levels"": 2, ""wavelet"": ""haar""}",linear_svm,linear_svm,small,"{""C"": 0.1}",0.8,3407,8a3568eb591e
UT_HAR,dwt_energy__linear_svm__small__frac_1.00,dwt_energy__linear_svm__small,dwt_energy,small,"{""levels"": 2, ""wavelet"": ""haar""}",linear_svm,linear_svm,small,"{""C"": 0.1}",1.0,3407,8a3568eb591e
UT_HAR,dwt_energy__linear_svm__medium__frac_0.20,dwt_energy__linear_svm__medium,dwt_energy,medium,"{""levels"": 3, ""wavelet"": ""db2""}",linear_svm,linear_svm,medium,"{""C"": 1.0}",0.2,3407,8a3568eb591e
UT_HAR,dwt_energy__linear_svm__medium__frac_0.40,dwt_energy__linear_svm__medium,dwt_energy,medium,"{""levels"": 3, ""wavelet"": ""db2""}",linear_svm,linear_svm,medium,"{""C"": 1.0}",0.4,3407,8a3568eb591e
UT_HAR,dwt_energy__linear_svm__medium__frac_0.60,dwt_energy__linear_svm__medium,dwt_energy,medium,"{""levels"": 3, ""wavelet"": ""db2""}",linear_svm,linear_svm,medium,"{""C"": 1.0}",0.6,3407,8a3568eb591e
UT_HAR,dwt_energy__linear_svm__medium__frac_0.80,dwt_energy__linear_svm__medium,dwt_energy,medium,"{""levels"": 3, ""wavelet"": ""db2""}",linear_svm,linear_svm,medium,"{""C"": 1.0}",0.8,3407,8a3568eb591e
UT_HAR,dwt_energy__linear_svm__medium__frac_1.00,dwt_energy__linear_svm__medium,dwt_energy,medium,"{""levels"": 3, ""wavelet"": ""db2""}",linear_svm,linear_svm,medium,"{""C"": 1.0}",1.0,3407,8a3568eb591e
UT_HAR,dwt_energy__linear_svm__large__frac_0.20,dwt_energy__linear_svm__large,dwt_energy,large,"{""levels"": 4, ""wavelet"": ""sym2""}",linear_svm,linear_svm,large,"{""C"": 10.0}",0.2,3407,8a3568eb591e
UT_HAR,dwt_energy__linear_svm__large__frac_0.40,dwt_energy__linear_svm__large,dwt_energy,large,"{""levels"": 4, ""wavelet"": ""sym2""}",linear_svm,linear_svm,large,"{""C"": 10.0}",0.4,3407,8a3568eb591e
UT_HAR,dwt_energy__linear_svm__large__frac_0.60,dwt_energy__linear_svm__large,dwt_energy,large,"{""levels"": 4, ""wavelet"": ""sym2""}",linear_svm,linear_svm,large,"{""C"": 10.0}",0.6,3407,8a3568eb591e
UT_HAR,dwt_energy__linear_svm__large__frac_0.80,dwt_energy__linear_svm__large,dwt_energy,large,"{""levels"": 4, ""wavelet"": ""sym2""}",linear_svm,linear_svm,large,"{""C"": 10.0}",0.8,3407,8a3568eb591e
UT_HAR,dwt_energy__linear_svm__large__frac_1.00,dwt_energy__linear_svm__large,dwt_energy,large,"{""levels"": 4, ""wavelet"": ""sym2""}",linear_svm,linear_svm,large,"{""C"": 10.0}",1.0,3407,8a3568eb591e
UT_HAR,dwt_energy__rbf_svm__small__frac_0.20,dwt_energy__rbf_svm__small,dwt_energy,small,"{""levels"": 2, ""wavelet"": ""haar""}",rbf_svm,kernel_svm,small,"{""C"": 0.5, ""gamma"": ""scale""}",0.2,3407,8a3568eb591e
UT_HAR,dwt_energy__rbf_svm__small__frac_0.40,dwt_energy__rbf_svm__small,dwt_energy,small,"{""levels"": 2, ""wavelet"": ""haar""}",rbf_svm,kernel_svm,small,"{""C"": 0.5, ""gamma"": ""scale""}",0.4,3407,8a3568eb591e
UT_HAR,dwt_energy__rbf_svm__small__frac_0.60,dwt_energy__rbf_svm__small,dwt_energy,small,"{""levels"": 2, ""wavelet"": ""haar""}",rbf_svm,kernel_svm,small,"{""C"": 0.5, ""gamma"": ""scale""}",0.6,3407,8a3568eb591e
UT_HAR,dwt_energy__rbf_svm__small__frac_0.80,dwt_energy__rbf_svm__small,dwt_energy,small,"{""levels"": 2, ""wavelet"": ""haar""}",rbf_svm,kernel_svm,small,"{""C"": 0.5, ""gamma"": ""scale""}",0.8,3407,8a3568eb591e
UT_HAR,dwt_energy__rbf_svm__small__frac_1.00,dwt_energy__rbf_svm__small,dwt_energy,small,"{""levels"": 2, ""wavelet"": ""haar""}",rbf_svm,kernel_svm,small,"{""C"": 0.5, ""gamma"": ""scale""}",1.0,3407,8a3568eb591e
UT_HAR,dwt_energy__rbf_svm__medium__frac_0.20,dwt_energy__rbf_svm__medium,dwt_energy,medium,"{""levels"": 3, ""wavelet"": ""db2""}",rbf_svm,kernel_svm,medium,"{""C"": 2.0, ""gamma"": ""scale""}",0.2,3407,8a3568eb591e
UT_HAR,dwt_energy__rbf_svm__medium__frac_0.40,dwt_energy__rbf_svm__medium,dwt_energy,medium,"{""levels"": 3, ""wavelet"": ""db2""}",rbf_svm,kernel_svm,medium,"{""C"": 2.0, ""gamma"": ""scale""}",0.4,3407,8a3568eb591e
UT_HAR,dwt_energy__rbf_svm__medium__frac_0.60,dwt_energy__rbf_svm__medium,dwt_energy,medium,"{""levels"": 3, ""wavelet"": ""db2""}",rbf_svm,kernel_svm,medium,"{""C"": 2.0, ""gamma"": ""scale""}",0.6,3407,8a3568eb591e
UT_HAR,dwt_energy__rbf_svm__medium__frac_0.80,dwt_energy__rbf_svm__medium,dwt_energy,medium,"{""levels"": 3, ""wavelet"": ""db2""}",rbf_svm,kernel_svm,medium,"{""C"": 2.0, ""gamma"": ""scale""}",0.8,3407,8a3568eb591e
UT_HAR,dwt_energy__rbf_svm__medium__frac_1.00,dwt_energy__rbf_svm__medium,dwt_energy,medium,"{""levels"": 3, ""wavelet"": ""db2""}",rbf_svm,kernel_svm,medium,"{""C"": 2.0, ""gamma"": ""scale""}",1.0,3407,8a3568eb591e
